1, 1, 1, 1, 0.03589743748307228, 101.375
2, 2, 2, 2, 0.14051282405853271, 91.68099999427795
3, 3, 3, 3, 0.29615384340286255, 143.76199984550476
4, 4, 4, 4, 0.47871795296669006, 94.22000002861023
5, 5, 5, 5, 0.554358959197998, 89.55200004577637
6, 6, 6, 6, 0.5625640749931335, 99.5220000743866
7, 7, 7, 7, 0.6141025424003601, 107.23800015449524
8, 8, 8, 8, 0.631538450717926, 89.9595000743866
9, 9, 9, 9, 0.6497436165809631, 92.92799997329712
10, 10, 10, 10, 0.7361538410186768, 92.23499989509583
11, 11, 11, 11, 0.7058974504470825, 91.47249984741211
12, 12, 12, 12, 0.7212820649147034, 98.0789999961853
13, 13, 13, 13, 0.7928205132484436, 98.60999989509583
14, 14, 14, 14, 0.7976922988891602, 96.23449993133545
15, 15, 15, 15, 0.766153872013092, 88.43400001525879
16, 16, 16, 16, 0.7892307639122009, 93.77250003814697
17, 17, 17, 17, 0.8353846073150635, 122.67600011825562
18, 18, 18, 18, 0.8115384578704834, 93.17449998855591
19, 19, 19, 19, 0.8407692313194275, 111.26080012321472
20, 20, 20, 20, 0.8279486894607544, 88.64019989967346
21, 21, 21, 21, 0.8479487299919128, 84.38220000267029
22, 22, 22, 22, 0.8425641059875488, 81.92540001869202
23, 23, 23, 23, 0.8776922821998596, 79.69280004501343
24, 24, 24, 24, 0.8769230842590332, 78.86179995536804
25, 25, 25, 25, 0.8735897541046143, 80.76099991798401
26, 26, 26, 26, 0.8882051110267639, 79.5569999217987
27, 27, 27, 27, 0.8948717713356018, 104.82019996643066
28, 28, 28, 28, 0.8743589520454407, 89.26889991760254
29, 29, 29, 29, 0.8989743590354919, 101.95740008354187
30, 30, 30, 30, 0.9056410193443298, 93.2344000339508
31, 31, 31, 31, 0.8835897445678711, 95.90400004386902
32, 32, 32, 32, 0.9074358940124512, 80.34800004959106
33, 33, 33, 33, 0.9071794748306274, 86.16639995574951
34, 34, 34, 34, 0.9112820625305176, 86.10479998588562
35, 35, 35, 35, 0.9112820625305176, 85.21399998664856
36, 36, 36, 36, 0.9058974385261536, 85.13279986381531
37, 37, 37, 37, 0.9205127954483032, 81.24660015106201
38, 38, 38, 38, 0.9141025543212891, 95.70739984512329
39, 39, 39, 39, 0.9292307496070862, 83.21540021896362
40, 40, 40, 40, 0.9253846406936646, 79.86439990997314
41, 41, 41, 41, 0.9335897564888, 85.19600009918213
42, 42, 42, 42, 0.931538462638855, 87.0123999118805
43, 43, 43, 43, 0.9328204989433289, 85.39720010757446
