1, 1, 1, 1, 1, 0.03589743748307228, 78.74399995803833
2, 2, 2, 2, 2, 0.03589743748307228, 86.29919981956482
3, 3, 3, 3, 3, 0.1764102578163147, 83.4811999797821
4, 4, 4, 4, 4, 0.1958974301815033, 89.52519989013672
5, 5, 5, 5, 5, 0.4528205096721649, 84.3011999130249
6, 6, 6, 6, 6, 0.49743589758872986, 85.76200008392334
7, 7, 7, 7, 7, 0.5515384674072266, 92.37940001487732
8, 8, 8, 8, 8, 0.6556410193443298, 88.13120007514954
9, 9, 9, 9, 9, 0.6189743876457214, 83.43729996681213
10, 10, 10, 10, 10, 0.6989743709564209, 83.66079998016357
11, 11, 11, 11, 11, 0.7225641012191772, 86.21359992027283
12, 12, 12, 12, 12, 0.7479487061500549, 84.9967999458313
13, 13, 13, 13, 13, 0.7743589878082275, 87.41089987754822
14, 14, 14, 14, 14, 0.7902563810348511, 82.63820004463196
15, 15, 15, 15, 15, 0.7928205132484436, 81.49519991874695
16, 16, 16, 16, 16, 0.7892307639122009, 96.74199986457825
17, 17, 17, 17, 17, 0.8069230914115906, 109.71259999275208
18, 18, 18, 18, 18, 0.8102564215660095, 100.2836000919342
19, 19, 19, 19, 19, 0.8497436046600342, 103.06180000305176
20, 20, 20, 20, 20, 0.8743589520454407, 91.38960003852844
21, 21, 21, 21, 21, 0.838205099105835, 81.85720014572144
22, 22, 22, 22, 22, 0.8387179374694824, 82.05819988250732
23, 23, 23, 23, 23, 0.8617948889732361, 82.22499990463257
24, 24, 24, 24, 24, 0.8661538362503052, 81.2202000617981
25, 25, 25, 25, 25, 0.8620513081550598, 81.20660018920898
26, 26, 26, 26, 26, 0.8700000047683716, 86.04240012168884
27, 27, 27, 27, 27, 0.88692307472229, 99.66199994087219
28, 28, 28, 28, 28, 0.895641028881073, 101.87859988212585
29, 29, 29, 29, 29, 0.9051281809806824, 85.74000000953674
30, 30, 30, 30, 30, 0.8966666460037231, 89.15240001678467
31, 31, 31, 31, 31, 0.890256404876709, 86.38759994506836
32, 32, 32, 32, 32, 0.908717930316925, 86.39499998092651
33, 33, 33, 33, 33, 0.9105128049850464, 88.04719996452332
34, 34, 34, 34, 34, 0.9146153926849365, 101.0440001487732
35, 35, 35, 35, 35, 0.9194871783256531, 97.11719989776611
36, 36, 36, 36, 36, 0.9197435975074768, 92.16279983520508
37, 37, 37, 37, 37, 0.9189743399620056, 95.86159992218018
38, 38, 38, 38, 38, 0.917435884475708, 104.06640005111694
39, 39, 39, 39, 39, 0.9274358749389648, 105.03859996795654
40, 40, 40, 40, 40, 0.9182051420211792, 91.51040005683899
41, 41, 41, 41, 41, 0.9251282215118408, 94.58780002593994
42, 42, 42, 42, 42, 0.9235897660255432, 105.93819999694824
43, 43, 43, 43, 43, 0.9364102482795715, 87.84640002250671
44, 44, 44, 44, 44, 0.9253846406936646, 89.60279989242554
45, 45, 45, 45, 45, 0.9289743304252625, 84.060800075531
46, 46, 46, 46, 46, 0.9248718023300171, 89.7506000995636
47, 47, 47, 47, 47, 0.9330769181251526, 83.98080015182495
48, 48, 48, 48, 48, 0.9300000071525574, 88.08599996566772
49, 49, 49, 49, 49, 0.9302564263343811, 87.99780011177063
50, 50, 50, 50, 50, 0.9397435784339905, 90.92120003700256
51, 51, 51, 51, 51, 0.9356410503387451, 84.8769998550415
52, 52, 52, 52, 52, 0.9441025853157043, 100.10979986190796
53, 53, 53, 53, 53, 0.9405128359794617, 91.10479998588562
54, 54, 54, 54, 54, 0.9405128359794617, 109.0796000957489
55, 55, 55, 55, 55, 0.9412820339202881, 96.24660015106201
56, 56, 56, 56, 56, 0.9358974099159241, 88.23739981651306
57, 57, 57, 57, 57, 0.9430769085884094, 93.69379997253418
58, 58, 58, 58, 58, 0.9415384531021118, 92.96280002593994
59, 59, 59, 59, 59, 0.9458974599838257, 101.34920001029968
60, 60, 60, 60, 60, 0.9382051229476929, 93.2228000164032
61, 61, 61, 61, 61, 0.9374359250068665, 96.94079995155334
62, 62, 62, 62, 62, 0.9412820339202881, 95.74200010299683
63, 63, 63, 63, 63, 0.9443589448928833, 97.78320002555847
64, 64, 64, 64, 64, 0.9458974599838257, 89.96840000152588
65, 65, 65, 65, 65, 0.9435897469520569, 91.41359996795654
66, 66, 66, 66, 66, 0.9412820339202881, 99.3691999912262
67, 67, 67, 67, 67, 0.9497435688972473, 94.65039992332458
68, 68, 68, 68, 68, 0.9482051134109497, 95.21079993247986
69, 69, 69, 69, 69, 0.9484615325927734, 98.07179999351501
70, 70, 70, 70, 70, 0.9430769085884094, 100.43620014190674
71, 71, 71, 71, 71, 0.9464102387428284, 96.97420001029968
72, 72, 72, 72, 72, 0.947948694229126, 95.17340016365051
73, 73, 73, 73, 73, 0.947948694229126, 99.07719993591309
74, 74, 74, 74, 74, 0.9515384435653687, 99.47620010375977
75, 75, 75, 75, 75, 0.944615364074707, 98.84140014648438
76, 76, 76, 76, 76, 0.9548717737197876, 99.4636001586914
77, 77, 77, 77, 77, 0.9530768990516663, 99.84559988975525
78, 78, 78, 78, 78, 0.9474359154701233, 100.44600009918213
79, 79, 79, 79, 79, 0.9469230771064758, 111.50300002098083
80, 80, 80, 80, 80, 0.9471794962882996, 113.05529999732971
81, 81, 81, 81, 81, 0.9482051134109497, 112.60339999198914
82, 82, 82, 82, 82, 0.9507692456245422, 111.91300010681152
83, 83, 83, 83, 83, 0.9541025757789612, 113.64420008659363
84, 84, 84, 84, 84, 0.9517948627471924, 112.55380010604858
85, 85, 85, 85, 85, 0.9535897374153137, 113.71539998054504
86, 86, 86, 86, 86, 0.95333331823349, 113.84019994735718
87, 87, 87, 87, 87, 0.9520512819290161, 138.48569989204407
88, 88, 88, 88, 88, 0.9528205394744873, 113.8872001171112
89, 89, 89, 89, 89, 0.9497435688972473, 116.56579995155334
90, 90, 90, 90, 90, 0.9512820243835449, 116.93700003623962
91, 91, 91, 91, 91, 0.9584615230560303, 116.6923999786377
92, 92, 92, 92, 92, 0.9561538696289062, 116.79679989814758
93, 93, 93, 93, 93, 0.9520512819290161, 119.73619985580444
94, 94, 94, 94, 94, 0.9561538696289062, 117.48319983482361
95, 95, 95, 95, 95, 0.9551281929016113, 119.1729998588562
96, 96, 96, 96, 96, 0.9574359059333801, 118.74920010566711
97, 97, 97, 97, 97, 0.9561538696289062, 118.59179997444153
98, 98, 98, 98, 98, 0.9497435688972473, 119.59599995613098
99, 99, 99, 99, 99, 0.9535897374153137, 120.53799986839294
100, 100, 100, 100, 100, 0.9512820243835449, 118.74559998512268
